Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total
1559,39,Male,No,Laptop,SKU1005,3,Cancelled,Cash,4175.64,463.96,9,2023-11-09,Overnight,Impulse Item,21.64
1559,39,Male,No,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2024-05-15,Overnight,Accessory,20.67
1559,39,Male,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2024-09-12,Standard,,0
1561,26,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,2023-11-30,Standard,"Accessory,Extended Warranty,Extended Warranty",87.25
1561,26,Female,No,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2024-06-18,Express,Accessory,33.22
1562,56,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,2024-06-13,Standard,"Accessory,Impulse Item,Accessory",109.76
1566,33,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2023-12-02,Overnight,Impulse Item,13.12
1566,44,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1235.15,247.03,5,2023-12-16,Express,"Accessory,Extended Warranty,Impulse Item",70.89
1566,44,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2024-03-27,Standard,"Impulse Item,Extended Warranty,Extended Warranty",50.99
1568,45,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2023-10-27,Standard,,0
1568,45,Male,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-01-13,Standard,"Impulse Item,Extended Warranty,Impulse Item",99.56
1568,45,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-06-13,Express,"Accessory,Impulse Item",30
1570,76,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2023-11-19,Overnight,"Impulse Item,Accessory,Accessory",90.36
1571,32,Female,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2023-10-18,Overnight,,0
1571,32,Female,No,Tablet,SKU1002,3,Cancelled,Cash,247.03,247.03,1,2024-01-05,Overnight,,0
1571,32,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2024-01-06,Overnight,"Impulse Item,Impulse Item",38.35
1574,93,Female,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2024-04-01,Standard,,0
1574,70,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,2024-09-10,Express,"Impulse Item,Accessory",67.21
1576,61,Male,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2024-02-20,Overnight,"Accessory,Impulse Item,Accessory",85.81
1577,89,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,166,20.75,8,2023-11-17,Standard,"Extended Warranty,Impulse Item",29.69
1577,41,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,2534.49,844.83,3,2024-07-29,Standard,Impulse Item,25.86
1578,21,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7911.9,791.19,10,2024-03-29,Standard,Impulse Item,15.1
1578,29,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,3379.32,844.83,4,2024-04-23,Express,Extended Warranty,24.25
1578,29,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-07-17,Overnight,,0
1579,41,Male,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,2024-02-08,Overnight,,0
1581,48,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,4224.15,844.83,5,2024-01-18,Express,"Impulse Item,Extended Warranty",56.45
1584,84,Female,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,2024-06-18,Express,"Extended Warranty,Accessory,Extended Warranty",80.84
1585,24,Male,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,1976.24,247.03,8,2024-03-24,Express,"Extended Warranty,Extended Warranty,Impulse Item",99.6
1585,24,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-05-19,Standard,,0
1585,93,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2024-07-22,Express,,0
1586,23,Male,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-05-28,Express,,0
1587,81,Female,No,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,2023-10-27,Express,Impulse Item,16.2
1587,81,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2024-03-23,Standard,"Extended Warranty,Accessory",54.21
1587,37,Female,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2024-06-13,Standard,,0
1587,81,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4175.64,463.96,9,2024-07-31,Express,Impulse Item,29.02
1589,25,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,3711.68,463.96,8,2024-02-21,Express,,0
1589,25,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,2024-06-08,Standard,"Impulse Item,Accessory",56.16
1590,86,Male,No,Smartphone,SKU1001,5,Completed,Cash,166,20.75,8,2023-11-02,Express,"Impulse Item,Impulse Item,Extended Warranty",40.27
1590,86,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,2024-07-15,Standard,Impulse Item,48.65
1591,30,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2023-12-05,Standard,,0
1591,73,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2024-02-13,Express,Impulse Item,18.56
1592,80,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,4639.6,463.96,10,2023-10-01,Overnight,Impulse Item,8.31
1592,80,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,2319.8,463.96,5,2024-04-07,Overnight,Impulse Item,41.3
1593,35,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2023-10-22,Overnight,"Extended Warranty,Accessory",41.4
1595,34,Male,Yes,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-08-11,Overnight,,0
1597,21,Male,No,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,2024-04-26,Standard,"Extended Warranty,Impulse Item,Extended Warranty",49.12
1597,96,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2024-05-09,Overnight,"Accessory,Impulse Item,Impulse Item",101.79
1599,100,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,2534.49,844.83,3,2023-11-17,Overnight,"Accessory,Accessory,Impulse Item",101.22
1601,57,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,1582.38,791.19,2,2024-04-04,Standard,,0
1601,57,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,4224.15,844.83,5,2024-09-18,Standard,,0
1602,89,Male,No,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,2024-09-11,Standard,Extended Warranty,36.33
1603,97,Female,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2024-05-24,Express,"Accessory,Accessory,Accessory",122.22
1605,63,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-04-22,Express,"Accessory,Accessory",45.53
1606,55,Female,No,Laptop,SKU1005,3,Cancelled,Cash,3247.72,463.96,7,2024-08-16,Express,"Accessory,Impulse Item",43.27
1606,55,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-08-30,Overnight,Extended Warranty,28.82
1610,47,Female,Yes,Tablet,SKU1002,3,Cancelled,Cash,247.03,247.03,1,2024-06-18,Standard,,0
1611,25,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,186.75,20.75,9,2024-05-18,Express,"Impulse Item,Accessory",75.83
1611,57,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-06-13,Standard,"Extended Warranty,Impulse Item",22.01
1613,41,Male,No,Tablet,SKU1002,3,Completed,Cash,1235.15,247.03,5,2023-11-07,Overnight,Accessory,21.29
1616,33,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2023-10-28,Overnight,"Accessory,Impulse Item",30.99
1616,33,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,83,20.75,4,2024-03-07,Standard,"Accessory,Impulse Item,Impulse Item",117.7
1616,33,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1235.15,247.03,5,2024-04-11,Express,Impulse Item,36.53
1616,33,Female,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,2024-04-11,Overnight,Impulse Item,13.4
1616,33,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-09-10,Express,"Accessory,Accessory,Accessory",111.47
1617,80,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,2024-04-28,Express,Accessory,44.75
1618,88,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2023-11-21,Overnight,"Accessory,Accessory",25.61
1618,40,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,2024-01-29,Express,,0
1619,48,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2024-01-22,Overnight,"Impulse Item,Accessory",74.07
1621,57,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,103.75,20.75,5,2024-05-09,Standard,"Accessory,Extended Warranty,Impulse Item",88.68
1621,57,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-05-18,Standard,Impulse Item,33.99
1622,40,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2023-11-13,Overnight,"Impulse Item,Impulse Item,Impulse Item",81
1622,48,Male,Yes,Smartphone,SKU1004,2,Cancelled,Cash,3955.95,791.19,5,2023-11-19,Overnight,"Impulse Item,Extended Warranty,Extended Warranty",109.04
1624,74,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2023-12-08,Overnight,,0
1626,49,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2023-12-04,Express,,0
1628,50,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-08-07,Express,,0
1630,32,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,463.96,463.96,1,2024-05-27,Express,Impulse Item,27.6
1631,88,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,5913.81,844.83,7,2024-07-27,Express,"Impulse Item,Impulse Item",52.01
1632,42,Male,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,2024-03-18,Overnight,"Impulse Item,Accessory,Accessory",86.88
1632,41,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-08-15,Express,,0
1633,18,Male,Yes,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2023-12-01,Express,"Extended Warranty,Accessory,Accessory",94.77
1633,20,Male,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-07-27,Standard,,0
1634,43,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,2024-03-23,Standard,"Impulse Item,Accessory,Accessory",72.97
1635,98,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2024-02-25,Overnight,"Extended Warranty,Accessory,Extended Warranty",72.7
1635,40,Male,No,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2024-03-10,Standard,"Extended Warranty,Extended Warranty",46.25
1636,35,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,2024-08-13,Overnight,,0
1636,85,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,2024-08-15,Overnight,"Accessory,Impulse Item,Extended Warranty",58.57
1637,26,Female,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2023-09-29,Overnight,Impulse Item,26.45
1637,100,Female,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2024-05-23,Overnight,,0
1638,77,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,2024-07-30,Express,"Accessory,Extended Warranty",23.67
1639,29,Male,No,Smartphone,SKU1001,5,Completed,Cash,166,20.75,8,2023-12-31,Express,Accessory,40.33
1640,31,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,2024-08-08,Overnight,"Extended Warranty,Extended Warranty",60.39
1641,19,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-03-10,Standard,Extended Warranty,26.38
1642,74,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-03-11,Express,"Extended Warranty,Impulse Item,Accessory",70.66
1643,25,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-04-06,Express,,0
1644,98,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2023-10-11,Standard,,0
1644,56,Female,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2023-10-28,Overnight,"Accessory,Accessory,Accessory",93.78
1644,98,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,2024-02-26,Express,,0
1644,98,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2024-05-27,Standard,Extended Warranty,40.68
1644,98,Male,Yes,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2024-06-11,Overnight,"Impulse Item,Accessory",17.35
1645,95,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-11-29,Standard,,0
1647,55,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2023-10-20,Standard,"Impulse Item,Accessory,Accessory",85.52
1649,50,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,3379.32,844.83,4,2024-06-11,Express,"Extended Warranty,Extended Warranty",41.54
1650,50,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,2024-07-16,Express,"Extended Warranty,Accessory",89.39
1651,25,Female,Yes,Tablet,SKU1002,3,Cancelled,Paypal,494.06,247.03,2,2024-01-24,Standard,Impulse Item,22.12
1652,86,Male,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-04-12,Standard,Accessory,7.36
1654,72,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,2024-08-03,Overnight,"Impulse Item,Impulse Item,Impulse Item",68.59
1656,20,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,2024-07-12,Standard,Extended Warranty,42.17
1657,57,Female,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-01-30,Express,"Extended Warranty,Impulse Item",49.51
1657,67,Female,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2024-04-10,Standard,"Accessory,Accessory",54.51
1657,57,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2024-05-14,Overnight,"Impulse Item,Impulse Item",36.8
1657,57,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,2024-05-22,Express,"Extended Warranty,Accessory,Accessory",60.67
1658,83,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-01-11,Standard,,0
1660,36,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2023-11-26,Express,,0
1661,64,Female,Yes,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2023-11-02,Express,,0
1661,20,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,2023-11-14,Express,,0
1661,20,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-02-19,Overnight,"Impulse Item,Extended Warranty",84.43
1662,47,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,2023-12-27,Overnight,,0
1662,47,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1482.18,247.03,6,2024-05-25,Standard,,0
1663,88,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,2024-03-16,Overnight,,0
1664,64,Female,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2023-11-15,Express,,0
1664,64,Female,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-03-15,Overnight,"Extended Warranty,Accessory",53.25
1664,64,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,2024-04-17,Standard,Impulse Item,41.36
1667,84,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2023-10-31,Overnight,"Accessory,Accessory",84.02
1667,80,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-07-16,Express,,0
1668,30,Female,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,1729.21,247.03,7,2023-11-20,Express,Extended Warranty,15.14
1669,27,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,2024-06-01,Express,"Impulse Item,Impulse Item,Impulse Item",62.25
1669,100,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-08-02,Express,"Accessory,Extended Warranty,Accessory",105.35
1670,100,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2024-05-08,Standard,"Impulse Item,Extended Warranty,Extended Warranty",110.07
1671,84,Female,Yes,Smartphone,SKU1004,2,Cancelled,Cash,6329.52,791.19,8,2023-11-01,Overnight,Impulse Item,37.62
1671,84,Female,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,62.25,20.75,3,2023-12-06,Express,"Impulse Item,Extended Warranty,Impulse Item",91.97
1671,84,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2024-07-12,Express,,0
1672,70,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,5068.98,844.83,6,2023-10-19,Express,"Accessory,Impulse Item",34.15
1672,65,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-01-28,Overnight,Accessory,25.52
1672,65,Male,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-05-23,Overnight,,0
1673,59,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2023-10-12,Standard,,0
1673,59,Male,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2024-06-14,Express,"Impulse Item,Extended Warranty",45.57
1673,59,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-08-18,Overnight,"Accessory,Accessory",52.55
1673,59,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-09-22,Express,"Accessory,Accessory",63.66
1674,75,Female,No,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2023-11-29,Express,Accessory,11.1
1674,75,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,4747.14,791.19,6,2024-01-05,Express,Impulse Item,32.98
1674,75,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,186.75,20.75,9,2024-05-04,Express,"Accessory,Extended Warranty",32.81
1676,66,Male,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2024-02-27,Overnight,,0
1677,80,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-07-08,Standard,Impulse Item,49.9
1677,74,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,2373.57,791.19,3,2024-08-29,Overnight,,0
1678,71,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7911.9,791.19,10,2023-10-12,Overnight,"Accessory,Accessory",38.33
1678,71,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-07-12,Standard,Accessory,32.65
1681,76,Male,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-03-25,Express,"Impulse Item,Accessory",64.88
1682,62,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,2024-05-06,Standard,,0
1683,46,Male,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2023-11-02,Express,,0
1683,46,Male,No,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2024-03-23,Express,,0
1683,46,Male,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-08-13,Overnight,,0
1684,85,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2024-01-19,Standard,Extended Warranty,33.11
1684,30,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-06-03,Express,"Impulse Item,Impulse Item,Impulse Item",82.92
1686,24,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-06-29,Overnight,"Accessory,Accessory,Extended Warranty",87.37
1688,22,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-06-30,Standard,Extended Warranty,6.25
1689,24,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,7911.9,791.19,10,2024-09-05,Standard,Extended Warranty,31.67
1690,97,Male,Yes,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2023-11-06,Standard,,0
1690,84,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-03-05,Standard,Impulse Item,13.79
1691,26,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2023-10-13,Express,,0
1691,26,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-03-21,Standard,Impulse Item,31.05
1691,92,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-07-12,Express,"Extended Warranty,Impulse Item",48.07
1693,100,Male,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2024-05-06,Standard,Impulse Item,12.69
1693,87,Male,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2024-06-19,Express,Impulse Item,9.65
1694,43,Male,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2024-04-17,Standard,"Accessory,Extended Warranty",60.57
1695,45,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,2024-07-05,Overnight,Extended Warranty,33.58
1695,50,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-09-18,Overnight,,0
1696,64,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-08-03,Overnight,Impulse Item,11.52
1696,64,Female,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2024-08-19,Standard,"Accessory,Extended Warranty,Impulse Item",97.3
1697,56,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,927.92,463.96,2,2023-10-10,Express,"Extended Warranty,Impulse Item,Impulse Item",90.67
1697,48,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,2023-11-05,Overnight,"Accessory,Impulse Item,Extended Warranty",74.35
1698,73,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-09-21,Overnight,Extended Warranty,16.73
1699,97,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2023-09-28,Express,"Impulse Item,Extended Warranty,Extended Warranty",107.8
1699,88,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2023-11-01,Overnight,"Impulse Item,Impulse Item,Accessory",97.23
1699,97,Male,No,Laptop,SKU1005,3,Completed,Cash,1855.84,463.96,4,2023-12-17,Standard,,0
1700,56,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-07-01,Standard,,0
1701,86,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2023-11-24,Standard,"Accessory,Accessory,Extended Warranty",101.53
1702,75,Male,No,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2023-12-17,Standard,"Accessory,Accessory,Impulse Item",52.54
1702,75,Male,Yes,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2024-07-11,Standard,,0
1703,90,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2023-12-27,Express,"Extended Warranty,Accessory",68.72
1704,64,Male,No,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-07-04,Overnight,Accessory,14.64
1705,61,Male,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2023-11-30,Standard,"Accessory,Impulse Item,Extended Warranty",43.8
1706,23,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,844.83,844.83,1,2023-12-12,Standard,Impulse Item,42.62
1706,31,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5913.81,844.83,7,2024-03-23,Standard,,0
1709,93,Male,No,Laptop,SKU1005,3,Cancelled,Cash,927.92,463.96,2,2024-08-15,Express,"Extended Warranty,Impulse Item",29.73
1710,52,Female,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,2023-11-27,Express,,0
1711,28,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-01-17,Overnight,Impulse Item,34.96
1711,28,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,2024-06-28,Overnight,"Extended Warranty,Extended Warranty",29.38
1711,28,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-07-31,Overnight,Accessory,33
1712,37,Male,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-04-09,Overnight,"Accessory,Accessory,Impulse Item",126.64
1713,84,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2024-03-28,Standard,"Accessory,Impulse Item",50.63
1713,84,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,166,20.75,8,2024-07-27,Express,"Accessory,Accessory",82.46
1714,70,Female,No,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,2024-06-10,Overnight,"Impulse Item,Accessory",61.8
1715,96,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,5068.98,844.83,6,2024-02-04,Standard,"Extended Warranty,Impulse Item",28.85
1718,68,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-10-01,Express,,0
1718,35,Female,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2023-10-10,Standard,"Extended Warranty,Extended Warranty,Extended Warranty",77.41
1718,35,Female,Yes,Tablet,SKU1002,3,Cancelled,Cash,494.06,247.03,2,2024-04-07,Standard,"Accessory,Extended Warranty,Extended Warranty",82.66
1719,73,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,83,20.75,4,2024-04-26,Standard,,0
1720,42,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-06-17,Express,,0
1721,77,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,3379.32,844.83,4,2024-03-10,Standard,"Extended Warranty,Impulse Item",73.88
1721,77,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,2223.27,247.03,9,2024-07-03,Overnight,"Impulse Item,Accessory",68.36
1723,34,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,2534.49,844.83,3,2023-10-29,Overnight,"Accessory,Accessory,Impulse Item",44.83
